tBegRain;tEndRain;Regenhöhe_mm;Anzahl_Ereignisse;Regenschreiber;Lufttemperatur_gradC_mean;Lufttemperatur_gradC_SD;analysierte_Flasche;Wind_v_mean_m_s;Wind_v_StAbw;Windrichtung_mean_Grad;Windrichtung_StAbw;areaRinne_m2;specQ;AFS;Zn;Zn_gel.;Cu;Cu_gel.;Pb;Ti;V;V_gel.;Cr;Ni;Al;Al_gel.;Cd;BIT;Carbendazim;Diuron;Diuron_desmethyl;Isoproturon;MCPA;Mecoprop;OIT;Propiconazol;Tebuconazol;Terbumeton;Terbutryn;Terbutryn_desethyl;Terbuthylazin;Terbuthylazin-desethyl;Terbutryn-2-hydroxy;Thiabendazol;IPBC;MIT;Tributyl-phosphat;Triphenyl-phosphat;Tris-(2-chlorethyl)-phosphat;Tris-(chlorisopropyl)-phosphat;Tris-(1,3-dichloro-2-propyl)-phosphat;Tris-(2-butoxyethyl)-phosphat;Benzotriazol;Tolyltriazole;PFOA;PFOS;2-(Methylthio)-benzothiazol
2019-07-06 18:35:00;2019-07-06 21:10:00;7.6;1;BBW;16.3;0.15;N;4.2;0.96;278.5;11.47;16.2;0.0154320987654321;NA;2000;NA;19;NA;1.1000000000000001;NA;0.87;NA;NA;NA;NA;NA;NA;<0,050;<0,025;74;37;2.8;3.9E-2;4.8000000000000001E-2;0.46;<0,025;5.0999999999999997E-2;3.1E-2;0.65;1.2;8.5000000000000006E-2;NA;7.2;<0,025;<0,050;<0,050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-07-06 18:35:00;2019-07-06 21:10:00;7.6;1;BBW;16.3;0.15;O;4.2;0.96;278.5;11.47;11.64;0.0111683848797251;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;<0,050;<0,025;72;30;<0,025;2.5000000000000001E-2;0.18;<0,10;<0,025;<0,025;<0,025;4.5999999999999999E-2;<0,025;6.2E-2;NA;0.48;<0,025;<0,050;<0,050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-07-06 18:35:00;2019-07-06 21:10:00;7.6;1;BBW;16.3;0.15;S;4.2;0.96;278.5;11.47;16.56;0.0181159420289855;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;<0,050;<0,025;59;62;<0,025;<0,025;3.1E-2;0.82;<0,025;<0,025;<0,025;<0,025;<0,025;3.5999999999999997E-2;NA;0.16;<0,025;<0,050;<0,050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-07-06 18:35:00;2019-07-06 21:10:00;7.6;1;BBW;16.3;0.15;W;4.2;0.96;278.5;11.47;11.04;0.0253623188405797;NA;13000;NA;42;NA;3.1;NA;1.8;NA;NA;NA;NA;NA;NA;<0,050;3.7999999999999999E-2;290;73;0.04;<0,025;<0,025;10;<0,025;<0,025;<0,025;<0,025;<0,025;3.6999999999999998E-2;NA;0.34;<0,025;<0,050;<0,050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-07-20 21:50:00;2019-07-21 00:05:00;11.3;1;BBW;17.8;0.22;N;2.8;0.83;130.6;80.819999999999993;16.2;0.172839506172839;NA;310;NA;6.6;NA;0.56999999999999995;NA;4.0999999999999996;NA;NA;NA;NA;NA;NA;<0,050;0.27;1700;760;84;<0,025;5.7000000000000002E-2;450;3.1E-2;5.8999999999999997E-2;0.88;8.1999999999999993;20;0.14000000000000001;NA;160;NA;13;<0,050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-08-02 15:15:00;2019-08-02 17:40:00;36.9;1;BBW;17.5;0.65;W;3.8;1.92;130.9;102.84;11.04;0.465579710144927;NA;240;NA;<5,0;NA;<0,50;NA;0.8;NA;NA;NA;NA;NA;NA;<0,050;4.7E-2;790;420;0.13;<0,025;3.3000000000000002E-2;220;3.4000000000000002E-2;<0,025;<0,025;5.3999999999999999E-2;4.7E-2;0.03;NA;0.73;<0,025;<0,050;<0,050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-08-02 15:15:00;2019-08-02 17:40:00;36.9;1;BBW;17.5;0.65;N;3.8;1.92;130.9;102.84;16.2;0.319753086419753;NA;350;NA;11;NA;<0,50;NA;2.1;NA;NA;NA;NA;NA;NA;<0,050;0.23;1400;430;73;<0,025;3.1E-2;690;<0,025;0.38;0.42;8.5;20;0.12;NA;96;<0,025;2.8;<0,050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-08-18 06:00:00;2019-08-18 20:45:00;10.2;1;BBW;19.3;1.49;W;3.6;0.85;212.5;38.880000000000003;11.04;0.0561594202898551;NA;570;NA;9;NA;0.96;NA;1.3;NA;NA;NA;NA;NA;NA;<0,050;5.8999999999999997E-2;770;350;0.11;<0,025;5.3999999999999999E-2;26;6.2E-2;<0,025;<0,025;0.04;2.8000000000000001E-2;2.9000000000000001E-2;NA;0.93;<0,025;6.9000000000000006E-2;<0,050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-08-18 06:00:00;2019-08-18 20:45:00;10.2;1;BBW;19.3;1.49;N;3.6;0.85;212.5;38.880000000000003;16.2;0.0154320987654321;NA;2200;NA;15;NA;1.7;NA;0.76;NA;NA;NA;NA;NA;NA;<0,050;2.5000000000000001E-2;110;64;4.4000000000000004;4.1000000000000002E-2;6.7000000000000004E-2;0.89;<0,025;5.1999999999999998E-2;7.1999999999999995E-2;0.99;1.3;3.4000000000000002E-2;NA;11;<0,025;0.13;<0,050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-09-09 03:00:00;2019-09-09 19:00:00;15.01;1;BBW;13.8;0.35;N;4.4000000000000004;1.06;131.6;143.69999999999999;16.2;0.0851851851851852;NA;2200;NA;6.3;NA;<0,50;NA;3.3;NA;NA;NA;NA;NA;NA;<0,050;0.11;1000;430;53;<0,025;3.2000000000000001E-2;370;<0,025;<0,025;0.56999999999999995;4.4000000000000004;6.9;5.3999999999999999E-2;NA;140;<0,025;17;8.7999999999999995E-2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-09-27 07:20:00;2019-09-30 10:00:00;37.2;3;BBW;15.7;1.19;N;5.8;3.76;232.2;50.29;15.6;0.130769230769231;NA;3700;NA;5.5;NA;0.71;NA;0.68;NA;NA;NA;NA;NA;NA;<0,050;0.04;200;63;11;<0,025;<0,025;1.3;<0,025;4.7E-2;9.0999999999999998E-2;1;2.7;2.5999999999999999E-2;NA;20;<0,025;0.16;6.4000000000000001E-2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-09-27 07:20:00;2019-09-30 10:00:00;37.2;3;BBW;15.7;1.19;W;5.8;3.76;232.2;50.29;11.04;0.506340579710145;NA;260;NA;<5,0;NA;0.74;NA;1.5;NA;NA;NA;NA;NA;NA;<0,050;6.2E-2;1200;600;7.1999999999999995E-2;0.11;3.3000000000000002E-2;120;3.5000000000000003E-2;<0,025;<0,025;4.5999999999999999E-2;<0,025;3.1E-2;NA;1.1000000000000001;<0,025;<0,050;0.75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-09-30 16:00:00;2019-10-02 08:45:00;22;2;BBW;11.1;2.93;N;6.4;1.61;245.4;104.28;15.6;0.596153846153846;NA;210;NA;<5,0;NA;<0,50;NA;1.4;NA;NA;NA;NA;NA;NA;<0,050;0.16;1200;580;57;0.12;<0,025;670;<0,025;<0,025;0.34;9.5;16;8.6999999999999994E-2;NA;49;<0,025;92;3.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-09-30 16:00:00;2019-10-02 08:45:00;22;2;BBW;11.1;2.93;W;6.4;1.61;245.4;104.28;11.04;0.0496376811594203;NA;180;NA;11;NA;<0,50;NA;0.96;NA;NA;NA;NA;NA;NA;<0,050;4.3999999999999997E-2;920;530;0.55000000000000004;7.1999999999999995E-2;<0,025;74;2.5000000000000001E-2;<0,025;<0,025;0.23;0.2;2.8000000000000001E-2;NA;0.92;<0,025;0.43;0.21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2019-12-14 11:00:00;2019-12-15 13:10:00;8;2;BBW;4.5;1.94;W;6.1;2.11;229.8;27.05;11.04;0.0769927536231884;NA;93;NA;6.6;NA;<0,50;NA;1.3;NA;NA;NA;NA;NA;NA;<0,050;4.8000000000000001E-2;790;440;<0,025;2.7E-2;<0,025;400;0.03;<0,025;<0,025;4.4999999999999998E-2;<0,025;<0,025;NA;0.63;<0,025;0.11;0.34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-01-27 22:20:00;2020-01-29 02:50:00;14.7;1;BBW;5.0999999999999996;1.01;W;8.1;1.26;225.7;22.22;11.04;0.409420289855073;NA;120;NA;15;NA;<0,50;NA;0.91;NA;NA;NA;NA;NA;NA;<0,050;3.6999999999999998E-2;640;370;3.7999999999999999E-2;<0,025;<0,025;430;<0,025;<0,025;<0,025;3.3000000000000002E-2;<0,025;<0,025;NA;0.42;<0,025;0.14000000000000001;0.32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-02-09 20:40:00;2020-02-11 08:30:00;11.2;1;BBW;7.4;1.89;W;10.5;2.14;244.8;15.24;11.04;0.884057971014493;NA;47;NA;5.6;NA;<0,50;NA;0.92;NA;NA;NA;NA;NA;NA;<0,050;5.5E-2;850;450;7.1999999999999995E-2;<0,025;<0,025;540;<0,025;<0,025;<0,025;6.8000000000000005E-2;<0,025;<0,025;NA;0.64;<0,025;0.42;2.2000000000000002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-02-22 19:30:00;2020-02-23 20:20:00;17.6;2;BBW;6.7;0.45;W;4.0999999999999996;1.94;186.4;98.67;11.04;0.0869565217391304;NA;160;NA;<5,0;NA;<0,50;NA;1.1000000000000001;NA;NA;NA;NA;NA;NA;<0,050;4.8000000000000001E-2;740;430;0.26;<0,025;<0,025;99;<0,025;<0,025;<0,025;8.2000000000000003E-2;7.4999999999999997E-2;<0,025;NA;0.74;<0,025;5.7000000000000002E-2;6.7000000000000004E-2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2020-02-22 19:30:00;2020-02-23 20:20:00;17.6;2;BBW;6.7;0.45;N;4.0999999999999996;1.94;186.4;98.67;15.6;0.0852564102564102;NA;670;NA;<5,0;NA;<0,50;NA;3;NA;NA;NA;NA;NA;NA;<0,050;0.19;1200;430;110;<0,025;<0,025;830;<0,025;<0,025;0.32;13;22;5.8000000000000003E-2;NA;71;<0,025;49;0.27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
